date,type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Diperbarui 12 hari lalu,Rumah Second,"Rp4,5 M","Cengkareng, Kota Jakarta Barat",4 KT,LT 184m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp575 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 81m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,5 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 90m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp5 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 85m²,LB 145m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,4 M","Kalideres, Kota Jakarta Barat",3 KT,LT 90m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 583m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp3 M,"Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Jatinegara, Kota Jakarta Timur",3 KT,LT 178m²,LB 186m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,6 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 134m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,1 M","Kalideres, Kota Jakarta Barat",3 KT,LT 90m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,6 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 134m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp2 M,"Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp10,7 M","Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 219m²,LB 304m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,6 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 134m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,2 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 147m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp15,8 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 457m²,LB 388m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp25,5 M","Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 569m²,LB 550m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,6 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 134m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp18 M,"Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 704m²,LB 950m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp12 M,"Cilandak, Kota Jakarta Selatan",3 KT,LT 380m²,LB 295m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,9 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 100m²,LB 170m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,4 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 95m²,LB 240m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,7 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 58m²,LB 122m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp35 M,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 1600m²,LB 700m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp750 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 63m²,LB 63m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,6 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 128m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Ciracas, Kota Jakarta Timur",4 KT,LT 360m²,LB 400m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp22 M,"Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 400m²,LB 450m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp13,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 572m²,LB 442m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp10,3 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 418m²,LB 479m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp75 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 915m²,LB 650m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp475 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 72m²,LB 40m²,HGB
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Tebet, Kota Jakarta Selatan",10 KT,LT 231m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Pademangan, Kota Jakarta Utara",4 KT,LT 73m²,LB 218m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp865 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp18 M,"Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 704m²,LB 950m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Cilincing, Kota Jakarta Utara",4 KT,LT 300m²,LB 132m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp4 M,"Kembangan, Kota Jakarta Barat",7 KT,LT 200m²,LB 340m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp3 M,"Jatinegara, Kota Jakarta Timur",4 KT,LT 146m²,LB 210m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 105m²,LB 105m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp32 M,"Menteng, Kota Jakarta Pusat",7 KT,LT 500m²,LB 780m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp17,9 M","Tebet, Kota Jakarta Selatan",5 KT,LT 600m²,LB 500m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 254m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,4 M","Kalideres, Kota Jakarta Barat",3 KT,LT 90m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp600 Jt,"Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 21m²,LB 70m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,1 M","Matraman, Kota Jakarta Timur",5 KT,LT 108m²,LB 156m²,Girik
Diperbarui 12 hari lalu,Rumah Second,"Rp7,2 M","Makasar, Kota Jakarta Timur",5 KT,LT 580m²,LB 250m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,9 M","Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 115m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,9 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 90m²,LB 140m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,9 M","Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 115m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,4 M","Cakung, Kota Jakarta Timur",4 KT,LT 150m²,LB 160m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,3 M","Pancoran, Kota Jakarta Selatan",3 KT,LT 44m²,LB 85m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp9 M,"Cipayung, Kota Jakarta Timur",3 KT,LT 650m²,LB 150m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,2 M","Senen, Kota Jakarta Pusat",3 KT,LT 139m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 135m²,LB 110m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp360 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",2 KT,LT 20m²,LB 40m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 60m²,LB 75m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,5 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 60m²,LB 75m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Ciracas, Kota Jakarta Timur",3 KT,LT 162m²,LB 116m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 90m²,LB 160m²,HGB
Diperbarui 12 hari lalu,Rumah Second,"Rp1,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",2 KT,LT 85m²,LB 140m²,HGB
Diperbarui 12 hari lalu,Rumah Second,"Rp1,2 M","Grogol Petamburan, Kota Jakarta Barat",3 KT,LT 44m²,LB 108m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,9 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 208m²,LB 150m²,HGB
Diperbarui 12 hari lalu,Rumah Second,Rp37 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 509m²,LB 650m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,9 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 208m²,LB 150m²,HGB
Diperbarui 12 hari lalu,Rumah Second,Rp15 M,"Pancoran, Kota Jakarta Selatan",5 KT,LT 400m²,LB 400m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,5 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 400m²,LB 275m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp795 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 38m²,LB 80m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,7 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 66m²,LB 75m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,3 M","Pancoran, Kota Jakarta Selatan",3 KT,LT 46m²,LB 75m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp8,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",2 KT,LT 340m²,LB 80m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",9 KT,LT 310m²,LB 200m²,HGB
Diperbarui 12 hari lalu,Rumah Second,"Rp8,5 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 407m²,LB 400m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,9 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 241m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 105m²,LB 190m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 90m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,5 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 144m²,LB 156m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp17,5 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 900m²,LB 850m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,7 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 104m²,LB 180m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 89m²,LB 80m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp795 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 47m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,8 M","Kelapa Gading, Kota Jakarta Utara",5 KT,LT 153m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp2,3 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 115m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp8,5 M","Jagakarsa, Kota Jakarta Selatan",6 KT,LT 685m²,LB 320m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,7 M","Kemayoran, Kota Jakarta Pusat",5 KT,LT 62m²,LB 120m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp13,5 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 300m²,LB 480m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp7,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 250m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,4 M","Kalideres, Kota Jakarta Barat",4 KT,LT 144m²,LB 147m²,HGB
Diperbarui 12 hari lalu,Rumah Second,"Rp3,4 M","Kalideres, Kota Jakarta Barat",4 KT,LT 144m²,LB 147m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp650 Jt,"Koja, Kota Jakarta Utara",2 KT,LT 71m²,LB 71m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp850 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 83m²,LB 45m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp5 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 460m²,LB 200m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp6,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",4 KT,LT 480m²,LB 300m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp4,3 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 172m²,LB 140m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 174m²,LB 100m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 151m²,LB 89m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp7 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 265m²,LB 450m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp900 Jt,"Jatinegara, Kota Jakarta Timur",2 KT,LT 82m²,LB 74m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp3,2 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 126m²,LB 155m²,SHM
Diperbarui 12 hari lalu,Rumah Second,Rp950 Jt,"Pademangan, Kota Jakarta Utara",10 KT,LT 48m²,LB 120m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp2,6 M","Kembangan, Kota Jakarta Barat",5 KT,LT 280m²,LB 150m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",5 KT,LT 153m²,LB 170m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp1,1 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 90m²,LB 60m²,SHM
Diperbarui 12 hari lalu,Rumah Second,"Rp5,9 M","Senen, Kota Jakarta Pusat",4 KT,LT 212m²,LB 540m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp2,9 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 120m²,LB 240m²,
Diperbarui 12 hari lalu,Rumah Second,"Rp1,1 M","Kembangan, Kota Jakarta Barat",2 KT,LT 55m²,LB 65m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,1 M","Cengkareng, Kota Jakarta Barat",2 KT,LT 46m²,LB 70m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp9,8 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 506m²,LB 400m²,
Diperbarui 13 hari lalu,Rumah Second,Rp850 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 45m²,LB 65m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 134m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp1,5 M","Pancoran, Kota Jakarta Selatan",3 KT,LT 66m²,LB 75m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,3 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 44m²,LB 85m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp5 M,"Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 280m²,LB 420m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp4,5 M","Grogol Petamburan, Kota Jakarta Barat",5 KT,LT 162m²,LB 175m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp6,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 361m²,LB 500m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 64m²,LB 100m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,1 M","Jatinegara, Kota Jakarta Timur",3 KT,LT 67m²,LB 120m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,7 M","Kembangan, Kota Jakarta Barat",3 KT,LT 150m²,LB 100m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 85m²,LB 120m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp4,6 M","Cakung, Kota Jakarta Timur",4 KT,LT 144m²,LB 247m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp7,8 M","Pancoran, Kota Jakarta Selatan",6 KT,LT 319m²,LB 230m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp3,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 147m²,LB 230m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 101m²,LB 120m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp18,7 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 1018m²,LB 500m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 44m²,LB 75m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp5,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 235m²,LB 261m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,2 M","Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 38m²,LB 85m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp580 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 81m²,LB 60m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp375 Jt,"Jatinegara, Kota Jakarta Timur",3 KT,LT 85m²,LB 85m²,HGB
Diperbarui 13 hari lalu,Rumah Second,"Rp14,7 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 371m²,LB 380m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp375 Jt,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 80m²,LB 80m²,HGB
Diperbarui 13 hari lalu,Rumah Second,"Rp2,2 M","Pancoran, Kota Jakarta Selatan",4 KT,LT 169m²,LB 220m²,
Diperbarui 13 hari lalu,Rumah Second,Rp450 Jt,"Makasar, Kota Jakarta Timur",3 KT,LT 60m²,LB 70m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,3 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 46m²,LB 75m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp8,5 M","Pancoran, Kota Jakarta Selatan",7 KT,LT 286m²,LB 260m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 85m²,LB 175m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp50 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 1800m²,LB 700m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp5,8 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 144m²,LB 240m²,HGB
Diperbarui 13 hari lalu,Rumah Second,Rp25 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 877m²,LB 1000m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,2 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 48m²,LB 80m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp3 M,"Tanjung Priok, Kota Jakarta Utara",4 KT,LT 90m²,LB 200m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp18 M,"Menteng, Kota Jakarta Pusat",3 KT,LT 156m²,LB 300m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 75m²,LB 120m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp5 M,"Kembangan, Kota Jakarta Barat",3 KT,LT 121m²,LB 304m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,7 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 153m²,LB 181m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp900 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 61m²,LB 61m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp4,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 200m²,LB 130m²,
Diperbarui 13 hari lalu,Rumah Second,Rp900 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 61m²,LB 61m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,3 M","Taman Sari, Kota Jakarta Barat",2 KT,LT 92m²,LB 180m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,2 M","Kelapa Gading, Kota Jakarta Utara",2 KT,LT 102m²,LB 75m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp5 M,"Kebayoran Baru, Kota Jakarta Selatan",10 KT,LT 250m²,LB 250m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,4 M","Cipayung, Kota Jakarta Timur",3 KT,LT 92m²,LB 160m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp7,5 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 160m²,LB 200m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp3,5 M","Kalideres, Kota Jakarta Barat",5 KT,LT 210m²,LB 400m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 82m²,LB 195m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp3,9 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 154m²,LB 350m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp750 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 49m²,LB 60m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp4,6 M","Cipayung, Kota Jakarta Timur",7 KT,LT 774m²,LB 581m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp8,5 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",3 KT,LT 419m²,LB 400m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp1 M,"Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 70m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp325 Jt,"Jagakarsa, Kota Jakarta Selatan",1 KT,LT 42m²,LB 42m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp2,3 M","Kembangan, Kota Jakarta Barat",3 KT,LT 90m²,LB 120m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp11,5 M","Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 130m²,LB 400m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp5,1 M","Kembangan, Kota Jakarta Barat",4 KT,LT 187m²,LB 270m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,7 M","Kembangan, Kota Jakarta Barat",3 KT,LT 125m²,LB 150m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp6,5 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 268m²,LB 150m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 180m²,LB 240m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp4,9 M","Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 140m²,LB 350m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,4 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 135m²,LB 180m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp780 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 53m²,LB 45m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp975 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 57m²,LB 80m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,9 M","Taman Sari, Kota Jakarta Barat",4 KT,LT 70m²,LB 124m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp5,3 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 155m²,LB 260m²,
Diperbarui 13 hari lalu,Rumah Second,"Rp3,6 M","Jagakarsa, Kota Jakarta Selatan",6 KT,LT 110m²,LB 350m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,8 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 242m²,LB 300m²,
Diperbarui 13 hari lalu,Rumah Second,Rp21 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 450m²,LB 550m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,8 M","Kembangan, Kota Jakarta Barat",6 KT,LT 175m²,LB 350m²,
Diperbarui 13 hari lalu,Rumah Second,Rp1 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 45m²,LB 100m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp6,6 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 205m²,LB 120m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp5,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",7 KT,LT 324m²,LB 500m²,HGB
Diperbarui 13 hari lalu,Rumah Second,Rp20 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 1018m²,LB 650m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,8 M","Grogol Petamburan, Kota Jakarta Barat",3 KT,LT 59m²,LB 144m²,SHM
Diperbarui 13 hari lalu,Rumah Second,"Rp2,1 M","Cipayung, Kota Jakarta Timur",4 KT,LT 81m²,LB 110m²,SHM
Diperbarui 13 hari lalu,Rumah Second,Rp895 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 40m²,LB 64m²,SHM
